outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,estimate,conf.low,conf.high,employment_clean
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,35,7.675207304993671,5.6836592488081354,9.666755361179206,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,35,7.496952075353094,7.003508200215516,7.990395950490671,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,35,8.0775911325163,6.791801948423018,9.363380316609582,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,35,7.462824106361603,6.1145262733485986,8.811121939374608,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,35,-18.751029916533135,-97.19642483761343,59.694365004547166,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,36,7.2149550674167555,6.840099351381827,7.589810783451684,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,36,7.228450004217509,6.636766714417513,7.820133294017504,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,36,7.037045507665415,5.940343877848679,8.1337471374821515,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,36,7.612832185981775,5.7603947354611815,9.465269636502368,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,36,7.473516379411822,6.988532082986841,7.958500675836803,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,36,8.034413024799996,6.860022692022985,9.208803357577006,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,36,7.5076676764966574,6.256718726724838,8.758616626268477,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,36,-13.573799141321237,-76.58155981190548,49.433961529263016,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,37,7.204751300711893,6.845479043367156,7.564023558056629,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,37,7.183906380871469,6.591054122119918,7.7767586396230195,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,37,7.118031470599062,6.022680611696569,8.213382329501556,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,37,7.551935437718283,5.832919402812015,9.270951472624551,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,37,7.4505761144957345,6.973033073080205,7.928119155911264,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,37,7.993245719933598,6.921420535232331,9.065070904634863,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,37,7.549859556899818,6.391161480841938,8.7085576329577,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,37,-7.776174075303938,-53.486029187464155,37.933681036856285,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,38,7.194785145691103,6.848980116538035,7.540590174844171,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,38,7.142596387189888,6.547269226339114,7.737923548040663,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,38,7.193148775787567,6.083406770041117,8.302890781534018,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,38,7.492517060203194,5.900993910420575,9.084040209985812,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,38,7.428131280604835,6.957176133035856,7.899086428173814,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,38,7.954089217917106,6.975557894098893,8.93262054173532,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,38,7.589399747571086,6.517625449276143,8.661174045866028,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,38,-1.3581547184812934,-27.91575590813901,25.19944647117642,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,39,7.185056602354388,6.850658907901257,7.519454296807519,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,39,7.104520023172768,6.505800705923181,7.703239340422354,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,39,7.262397423230933,6.1272531093918134,8.397541737070053,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,39,7.4345770534365085,5.96432572406167,8.904828382811347,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,39,7.4061818777391215,6.941121447380184,7.871242308098059,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,39,7.916943518750523,7.021947018893581,8.811940018607466,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,39,7.626288248510462,6.6358410810274115,8.616735415993512,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,39,5.680258929146737,0.02953843956752244,11.330979418725953,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,40,7.1755656707017454,6.850600697243482,7.500530644160009,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,40,7.069677288820108,6.466991798237469,7.672362779402747,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,40,7.325777412929156,6.158591706130281,8.492963119728032,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,40,7.3781154174182255,6.022557206175291,8.73367362866116,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,40,7.384727905898592,6.925020613649247,7.844435198147936,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,40,7.881808622433846,7.060109236446351,8.703508008421341,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,40,7.660525059717943,6.745494393952321,8.575555725483564,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,40,13.33906686758017,-4.104837234418538,30.782970969578876,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,41,7.166312350733177,6.848919674093072,7.483705027373283,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,41,7.038068184131908,6.431137514974504,7.644998853289312,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,41,7.38328874488224,6.181145974424722,8.585431515339756,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,41,7.323132152148347,6.075252711114987,8.571011593181707,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,41,7.363769365083249,6.909013482423971,7.818525247742528,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,41,7.848684528967075,7.089614181170143,8.607754876764007,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,41,7.692110181193533,6.8462278917005035,8.537992470686564,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,41,21.618269096818945,-20.550774571257577,63.78731276489546,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,42,7.157296642448682,6.84575611104327,7.468837173854094,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,42,7.009692709108167,6.398483741925105,7.620901676291229,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,42,7.434931419090181,6.19792206497339,8.671940773206972,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,42,7.269627257626871,6.1218873547566,8.417367160497141,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,42,7.3433062552930926,6.893226461669245,7.79338604891694,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,42,7.817571238350212,7.1101836247343675,8.524958851966055,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,42,7.72104361293723,6.937646853864483,8.504440372009977,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,42,30.517865616863077,-38.260106135711325,99.29583736943748,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,43,7.148518545848261,6.841271914551055,7.455765177145467,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,43,6.984550863748886,6.369228459744568,7.599873267753204,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,43,7.480705435552982,6.211264093067932,8.750146778038031,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,43,7.217600733853798,6.161834783043719,8.273366684663877,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,43,7.323338576528123,6.877771363931442,7.768905789124803,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,43,7.788468750583253,7.121804294115856,8.45513320705065,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,43,7.747325354949034,7.01933716237319,8.475313547524879,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,43,40.037856427712576,-57.21601545961202,137.29172831503718,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,44,7.139978060931912,6.835643667896774,7.444312453967051,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,44,6.962642648054064,6.343523238501949,7.58176205760618,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,44,7.52061079427064,6.222960978942541,8.818260609598738,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,44,7.167052580829127,6.194367597998419,8.139737563659834,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,44,7.303866328788336,6.862743325783219,7.744989331793453,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,44,7.761377065666202,7.124837699943468,8.397916431388936,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,44,7.770955407228944,7.090898171113402,8.451012643344486,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,44,50.17824152936746,-77.41583634682482,177.77231940555973,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,45,7.131675187699638,6.829055309491047,7.434295065908228,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,45,6.943968062023704,6.321475699695495,7.566460424351914,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,45,7.554647495243158,6.234355768944933,8.874939221541382,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,45,7.117982798552861,6.218675094063357,8.017290503042364,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,45,7.284889512073737,6.848219472547102,7.721559551600372,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,45,7.736296183599058,7.120080518053884,8.352511849144232,Self Employed
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,45,7.7919337697769615,7.151994079386988,8.431873460166935,Student
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,45,60.93902092182768,-98.85875907713074,220.7368009207861,Unable To Work
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,46,7.123609926151436,6.821690667121965,7.425529185180906,Employed For Wages
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,46,6.928527105657802,6.30315105405846,7.553903157257145,Homemaker
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,46,7.582815538470533,6.246440083953,8.919190992988067,Out Of Work Less Than One
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,46,7.070391387024997,6.233912423272369,7.906870350777624,Out Of Work One Or More
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,46,7.266408126384324,6.834258777081689,7.698557475686958,Retired
duration,Duration,dst,REML,duration_poly_interact_04_5_dst_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,46,7.713226104381818,7.108748609436826,8.317703599326812,Self Employed
